caseidx,d0,d1a,d1b,d1c,d2,d3,d4,d5,d6,d7,d8,d9,d10,b1a,b1aa,b1b,b2a,b2b,b3a,b3b,b4a,b4b,b5a,b5b,b6a,b6b,i0,i1,i2,i3,i4,i5,i6,i7,i8,i9,i10,i11,ga,gb1,gb2,gb3,gb4,gb5,gb6,gb7,gb8,gb9a,gb9b,cr1,cr2,ct1,ct1a,ct1b,ct2,ct2a,ct2b,c1,c2,e1,e2,e3,e4,e5,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,g1,g2,callern,caller_id,supern,team_no,dateinterviewstart,dateinterviewend,interview_start_time,interview_end_time,caller_phone_number,name_of_respondent,phone_number_of_respondent,treatment_status,interviewn_result,number_of_calls
,547851184,Ga West Municipal,ASOFAA,1,Female,Ga-Dangme,Yes,38,Secondary,5,Yes,Informal sector,1001 - 1500,Yes,I moderately trust,I somewhat believe,Agree,100,Disagree,90,Agree,100,Agree,95,Agree,100,Myself,40,600,No,No,No,Yes,No,Yes,Yes,Yes,"Food insecurity[i.e., lack of consistent access to enough food going forward]",Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,12,20,5,5,5,500,10,100,50,0,0,0,Some of the time (3-4 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),Most of the time (5-6 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),Most of the time (5-6 times in 7 days),Some of the time (3-4 times in 7 days),None of the time (less than 1 time in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,107,,10,13092020,13092020,224657,225841,.p,,,,,
3002,246092852,RECODE,ASOFAA,1,Male,Akan,Yes,56,Secondary,9,No,Formal sector,501 - 1000,Yes,I moderately trust,I completely believe,Agree,90,Agree,70,Agree,35,Agree,90,Agree,100,Myself,42,225,No,No,No,No,No,No,Yes,Yes,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,,17,10,,0,0,60,30,0,15,0,50,0,All of the time (7 times in 7 days,A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Most of the time (5-6 times in 7 days),Most of the time (5-6 times in 7 days),Some of the time (3-4 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,107,,10,29092020,29092020,181839,211000,.p,PII,PII,1,Yes (if call went through and the potential respondent answered),1
3601,544208437,RECODE,ASOFAA,1,Male,Akan,Yes,72,Secondary,6,No,Neither(I do Nothing),< 500,Yes,I trust completely,I completely believe,Agree,70,Disagree,10,Agree,100,Agree,100,Agree,100,"Other family members(specify mother, father, siblings, extended relatives)",0,0,No,No,No,No,No,Yes,Yes,No,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,,10,8,,0,10,30,0,0,15,0,0,0,None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),None of the time (less than 1 time in 7 days),Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),Most of the time (5-6 times in 7 days),All of the time (7 times in 7 days,Sometimes(1-2 times in 7 days),Never(less than 1 time in 7 days),PII,107,,10,29092020,29092020,192447,195540,.p,PII,PII,1,Yes (if call went through and the potential respondent answered),1
2103,261268818,RECODE,ASOFAA,1,Female,All Other Tribes,Yes,36,Other (specify),5,Yes,Informal sector,< 500,Yes,I moderately trust,I moderately believe,Agree,70,Agree,75,Agree,70,Agree,80,Agree,100,"Other family members(specify mother, father, siblings, extended relatives)",0,0,Yes,No,No,Yes,No,Yes,Yes,Yes,"Food insecurity[i.e., lack of consistent access to enough food going forward]",Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,,5,2,,0,0,100,20,0,0,0,0,0,A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Most of the time (5-6 times in 7 days),Some of the time (3-4 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Most of the time (5-6 times in 7 days),Most of the time (5-6 times in 7 days),Some of the time (3-4 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,107,,10,29092020,1102020,181407,205223,.p,PII,PII,0,Yes (if call went through and the potential respondent answered),3
2707,241748576,RECODE,ASOFAA,1,Male,Akan,Yes,42,JSS/JHS,8,Yes,Informal sector,501 - 1000,Yes,I trust completely,I completely believe,Agree,80,Agree,80,Agree,60,Agree,50,Agree,50,"Other family members(specify mother, father, siblings, extended relatives)",27,400,No,No,No,No,No,No,Yes,Yes,"Food insecurity[i.e., lack of consistent access to enough food going forward]",Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,,20,10,,0,0,200,70,50,0,0,0,220,None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Some of the time (3-4 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Some of the time (3-4 times in 7 days),Most of the time (5-6 times in 7 days),Most of the time (5-6 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,107,,10,29092020,1102020,181704,210005,.p,PII,PII,1,Yes (if call went through and the potential respondent answered),1
24602,243743100,RECODE,ASOFAA,1,Male,All Other Tribes,Yes,49,Primary,7,Yes,Informal sector,< 500,Yes,I trust completely,I completely believe,Agree,50,Disagree,20,Agree,50,Agree,50,Agree,50,Spouse,10,100,No,No,No,No,No,No,No,No,"Safety[i.e., being attacked by others(e.g. criminals, thieves, robbers, etc) due to COVID19 hardship]",Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,35,36,,0,0,300,0,0,0,0,1200,0,All of the time (7 times in 7 days,A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),Some of the time (3-4 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),All of the time (7 times in 7 days,None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),All of the time (7 times in 7 days,All of the time (7 times in 7 days,None of the time (less than 1 time in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,108,,10,29092020,1102020,150013,140535,.p,PII,PII,2,Yes (if call went through and the potential respondent answered),1
2501,276207232,RECODE,ASOFAA,1,Male,All Other Tribes,Yes,55,Secondary,5,No,Informal sector,< 500,Yes,I trust completely,I completely believe,Agree,90,Agree,50,Agree,90,Agree,100,Agree,90,Spouse,0,0,No,No,No,No,No,No,No,No,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,20,10,,0,0,200,0,0,0,0,0,0,A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),None of the time (less than 1 time in 7 days),All of the time (7 times in 7 days,Some of the time (3-4 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,108,,10,29092020,1102020,91755,135022,.p,PII,PII,1,Yes (if call went through and the potential respondent answered),1
22809,243945984,RECODE,ASOFAA,1,Male,Ga-Dangme,Yes,63,SSS/SHS,9,No,Informal sector,1001 - 1500,Yes,I somewhat trust,I completely believe,Agree,30,Disagree,0,Agree,30,Agree,100,Agree,99,"Other family members(specify mother, father, siblings, extended relatives)",19,0,Yes,Yes,No,Yes,No,No,Yes,Yes,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,,0,30,,0,0,84,0,0,0,28,0,144,All of the time (7 times in 7 days,None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),All of the time (7 times in 7 days,None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,108,,10,29092020,29092020,125840,141657,.p,PII,PII,1,Yes (if call went through and the potential respondent answered),1
24601,246223111,RECODE,ASOFAA,1,Male,All Other Tribes,Yes,74,Other (specify),6,Yes,Informal sector,< 500,Yes,I trust completely,I completely believe,Agree,50,Disagree,0,Agree,50,Agree,50,Agree,50,Spouse,77,600,No,No,No,No,No,No,No,No,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,,0,0,,0,0,0,0,0,0,0,0,90,None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,108,,10,29092020,29092020,142041,145824,.p,PII,PII,2,Yes (if call went through and the potential respondent answered),1
27607,242177081,RECODE,ASOFAA,1,Male,All Other Tribes,Yes,46,JSS/JHS,5,Yes,Informal sector,< 500,Yes,I trust completely,I completely believe,Agree,99,Agree,80,Agree,100,Agree,99,Agree,99,Spouse,98,0,No,No,No,No,No,Yes,No,No,"Safety[i.e., being attacked by others(e.g. criminals, thieves, robbers, etc) due to COVID19 hardship]",Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,30,100,,10,10,1500,0,550,0,450,600,550,All of the time (7 times in 7 days,All of the time (7 times in 7 days,None of the time (less than 1 time in 7 days),All of the time (7 times in 7 days,All of the time (7 times in 7 days,All of the time (7 times in 7 days,None of the time (less than 1 time in 7 days),All of the time (7 times in 7 days,All of the time (7 times in 7 days,All of the time (7 times in 7 days,All of the time (7 times in 7 days,All of the time (7 times in 7 days,None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,108,,10,29092020,29092020,150956,154137,.p,PII,PII,0,Yes (if call went through and the potential respondent answered),1
7004,541666554,RECODE,ASOFAA,1,Male,All Other Tribes,Yes,32,Nursery,5,Yes,Informal sector,< 500,Yes,I trust completely,I completely believe,Disagree,10,Disagree,10,Agree,50,Agree,50,Agree,50,Spouse,0,0,Yes,No,Yes,No,No,No,No,No,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,,20,20,,0,0,120,0,0,0,0,0,0,Some of the time (3-4 times in 7 days),None of the time (less than 1 time in 7 days),Some of the time (3-4 times in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),All of the time (7 times in 7 days,None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),All of the time (7 times in 7 days,None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,108,,10,29092020,3102020,125628,125043,.p,PII,PII,2,Yes (if call went through and the potential respondent answered),8
4011,244230537,RECODE,ASOFAA,1,Male,All Other Tribes,Yes,47,Middle,6,Yes,Informal sector,< 500,Yes,I trust completely,I completely believe,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Spouse,0,0,Yes,No,Yes,Yes,No,No,No,No,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,,6,5,,0,0,50,0,0,0,0,100,0,None of the time (less than 1 time in 7 days),Some of the time (3-4 times in 7 days),None of the time (less than 1 time in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),Most of the time (5-6 times in 7 days),A little of the time (1-2 times in 7 days),All of the time (7 times in 7 days,A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),All of the time (7 times in 7 days,None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,108,,10,29092020,4102020,125011,150710,.p,PII,PII,0,Yes (if call went through and the potential respondent answered),8
50013,248370584,RECODE,ASOFAA,1,Male,Akan,Yes,65,SSS/SHS,9,Yes,Informal sector,< 500,Yes,I somewhat trust,I somewhat believe,Agree,0,Agree,0,Agree,0,Agree,0,Agree,100,Spouse,15,20,Yes,No,Yes,Yes,No,No,No,No,"Food insecurity[i.e., lack of consistent access to enough food going forward]",Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,,0,0,,0,0,0,1000,0,0,300,900,0,All of the time (7 times in 7 days,All of the time (7 times in 7 days,All of the time (7 times in 7 days,All of the time (7 times in 7 days,All of the time (7 times in 7 days,All of the time (7 times in 7 days,All of the time (7 times in 7 days,All of the time (7 times in 7 days,All of the time (7 times in 7 days,All of the time (7 times in 7 days,All of the time (7 times in 7 days,All of the time (7 times in 7 days,All of the time (7 times in 7 days,All of the time (7 times in 7 days,Sometimes(1-2 times in 7 days),Never(less than 1 time in 7 days),PII,108,,10,29092020,29092020,154411,160728,.p,PII,PII,0,Yes (if call went through and the potential respondent answered),1
3101,266807892,RECODE,ASOFAA,1,Male,All Other Tribes,Yes,69,Tertiary ? HND,10,Yes,Informal sector,< 500,Yes,I somewhat trust,I don't believe,Agree,1,Disagree,1,Agree,1,Agree,1,Agree,1,"Other family members(specify mother, father, siblings, extended relatives)",0,0,No,No,Yes,Yes,No,Yes,No,No,"Food insecurity[i.e., lack of consistent access to enough food going forward]",Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,0,10,,0,0,10,60,50,0,0,0,0,None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),All of the time (7 times in 7 days,None of the time (less than 1 time in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,108,,10,29092020,29092020,92142,102659,.p,PII,PII,2,Yes (if call went through and the potential respondent answered),1
